,name,img,type,moves
758,stufful,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png,"['normal', 'fighting']","['mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'bind']"
759,bewear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png,"['normal', 'fighting']","['mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'bind']"
760,bounsweet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png,['grass'],"['take-down', 'razor-leaf', 'solar-beam', 'toxic', 'double-team']"
761,steenee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png,['grass'],"['double-slap', 'stomp', 'take-down', 'razor-leaf', 'solar-beam']"
762,tsareena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png,['grass'],"['double-slap', 'stomp', 'mega-kick', 'take-down', 'hyper-beam']"
763,comfey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png,['fairy'],"['bind', 'vine-whip', 'wrap', 'hyper-beam', 'leech-seed']"
764,oranguru,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png,"['normal', 'psychic']","['mega-punch', 'mega-kick', 'body-slam', 'take-down', 'psybeam']"
765,passimian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png,['fighting'],"['mega-punch', 'mega-kick', 'tackle', 'body-slam', 'take-down']"
766,wimpod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png,"['bug', 'water']","['sand-attack', 'surf', 'toxic', 'screech', 'double-team']"
767,golisopod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png,"['bug', 'water']","['swords-dance', 'sand-attack', 'pin-missile', 'surf', 'ice-beam']"
768,sandygast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png,"['ghost', 'ground']","['sand-attack', 'absorb', 'mega-drain', 'earthquake', 'toxic']"
769,palossand,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png,"['ghost', 'ground']","['sand-attack', 'body-slam', 'hyper-beam', 'absorb', 'mega-drain']"
770,pyukumuku,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png,['water'],"['counter', 'toxic', 'screech', 'double-team', 'recover']"
771,type-null,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png,['normal'],"['razor-wind', 'swords-dance', 'tackle', 'take-down', 'double-edge']"
772,silvally-normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png,['normal'],"['razor-wind', 'swords-dance', 'tackle', 'take-down', 'double-edge']"
773,minior-red-meteor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png,"['rock', 'flying']","['tackle', 'take-down', 'double-edge', 'hyper-beam', 'solar-beam']"
774,komala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png,['normal'],"['swords-dance', 'slam', 'body-slam', 'take-down', 'thrash']"
775,turtonator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png,"['fire', 'dragon']","['mega-punch', 'mega-kick', 'tackle', 'body-slam', 'roar']"
776,togedemaru,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png,"['electric', 'steel']","['tackle', 'twineedle', 'pin-missile', 'hyper-beam', 'thunder-shock']"
777,mimikyu-disguised,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png,"['ghost', 'fairy']","['scratch', 'swords-dance', 'take-down', 'hyper-beam', 'thunderbolt']"
778,bruxish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png,"['water', 'psychic']","['swords-dance', 'take-down', 'bite', 'disable', 'water-gun']"
779,drampa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png,"['normal', 'dragon']","['razor-wind', 'fly', 'roar', 'flamethrower', 'mist']"
780,dhelmise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png,"['ghost', 'grass']","['swords-dance', 'slam', 'wrap', 'hydro-pump', 'surf']"
781,jangmo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png,['dragon'],"['swords-dance', 'headbutt', 'tackle', 'leer', 'roar']"
782,hakamo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png,"['dragon', 'fighting']","['mega-punch', 'swords-dance', 'mega-kick', 'headbutt', 'tackle']"
783,kommo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png,"['dragon', 'fighting']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance']"
784,tapu-koko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png,"['electric', 'fairy']","['thunder-punch', 'fly', 'roar', 'hyper-beam', 'thunder-shock']"
785,tapu-lele,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png,"['psychic', 'fairy']","['psybeam', 'hyper-beam', 'thunderbolt', 'thunder', 'toxic']"
786,tapu-bulu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png,"['grass', 'fairy']","['mega-punch', 'swords-dance', 'whirlwind', 'horn-attack', 'roar']"
787,tapu-fini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png,"['water', 'fairy']","['ice-punch', 'mist', 'water-gun', 'hydro-pump', 'surf']"
788,cosmog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png,['psychic'],"['teleport', 'splash']"
789,cosmoem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png,['psychic'],"['teleport', 'cosmic-power']"
790,solgaleo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png,"['psychic', 'steel']","['roar', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin']"
791,lunala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png,"['psychic', 'ghost']","['fly', 'roar', 'ice-beam', 'blizzard', 'hyper-beam']"
792,nihilego,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png,"['rock', 'poison']","['pound', 'bind', 'headbutt', 'body-slam', 'wrap']"
793,buzzwole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png,"['bug', 'fighting']","['comet-punch', 'mega-punch', 'ice-punch', 'thunder-punch', 'body-slam']"
794,pheromosa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png,"['bug', 'fighting']","['stomp', 'double-kick', 'jump-kick', 'leer', 'ice-beam']"
795,xurkitree,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png,['electric'],"['thunder-punch', 'bind', 'wrap', 'hyper-beam', 'solar-beam']"
796,celesteela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png,"['steel', 'flying']","['fly', 'tackle', 'body-slam', 'double-edge', 'flamethrower']"
797,kartana,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png,"['grass', 'steel']","['guillotine', 'swords-dance', 'cut', 'razor-leaf', 'toxic']"
798,guzzlord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png,"['dark', 'dragon']","['mega-punch', 'stomp', 'mega-kick', 'body-slam', 'thrash']"
799,necrozma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png,['psychic'],"['swords-dance', 'hyper-beam', 'solar-beam', 'thunder-wave', 'earthquake']"
800,magearna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png,"['steel', 'fairy']","['body-slam', 'take-down', 'sonic-boom', 'ice-beam', 'psybeam']"
801,marshadow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png,"['fighting', 'ghost']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
802,poipole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png,['poison'],"['fury-attack', 'pin-missile', 'growl', 'acid', 'peck']"
803,naganadel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png,"['poison', 'dragon']","['fly', 'fury-attack', 'pin-missile', 'growl', 'acid']"
804,stakataka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png,"['rock', 'steel']","['bind', 'stomp', 'mega-kick', 'tackle', 'body-slam']"
805,blacephalon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png,"['fire', 'ghost']","['fire-punch', 'ember', 'flamethrower', 'hyper-beam', 'solar-beam']"
806,zeraora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png,['electric'],"['mega-punch', 'pay-day', 'fire-punch', 'thunder-punch', 'scratch']"
807,meltan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png,['steel'],"['headbutt', 'tail-whip', 'thunder-shock', 'thunderbolt', 'thunder-wave']"
808,melmetal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png,['steel'],"['mega-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt']"
809,grookey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png,['grass'],"['mega-punch', 'scratch', 'swords-dance', 'slam', 'mega-kick']"
810,thwackey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png,['grass'],"['mega-punch', 'scratch', 'swords-dance', 'slam', 'mega-kick']"
811,rillaboom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png,['grass'],"['mega-punch', 'scratch', 'swords-dance', 'slam', 'mega-kick']"
812,scorbunny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png,['fire'],"['double-kick', 'mega-kick', 'sand-attack', 'headbutt', 'tackle']"
813,raboot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png,['fire'],"['swords-dance', 'double-kick', 'mega-kick', 'headbutt', 'tackle']"
814,cinderace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png,['fire'],"['fire-punch', 'swords-dance', 'double-kick', 'mega-kick', 'headbutt']"
815,sobble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png,['water'],"['pound', 'bind', 'take-down', 'growl', 'mist']"
816,drizzile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png,['water'],"['pound', 'bind', 'take-down', 'growl', 'water-gun']"
817,inteleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png,['water'],"['pound', 'swords-dance', 'bind', 'take-down', 'growl']"
818,skwovet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png,['normal'],"['tackle', 'body-slam', 'take-down', 'tail-whip', 'bite']"
819,greedent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png,['normal'],"['swords-dance', 'tackle', 'body-slam', 'take-down', 'tail-whip']"
820,rookidee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png,['flying'],"['fly', 'sand-attack', 'fury-attack', 'take-down', 'leer']"
821,corvisquire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png,['flying'],"['fly', 'fury-attack', 'take-down', 'leer', 'peck']"
822,corviknight,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png,"['flying', 'steel']","['fly', 'fury-attack', 'body-slam', 'take-down', 'leer']"
823,blipbug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png,['bug'],"['supersonic', 'recover', 'struggle-bug', 'sticky-web', 'infestation']"
824,dottler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png,"['bug', 'psychic']","['solar-beam', 'confusion', 'psychic', 'light-screen', 'reflect']"
825,orbeetle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png,"['bug', 'psychic']","['psybeam', 'hyper-beam', 'solar-beam', 'confusion', 'psychic']"
826,nickit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png,['dark'],"['tail-whip', 'dig', 'agility', 'quick-attack', 'screech']"
827,thievul,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png,['dark'],"['tail-whip', 'hyper-beam', 'dig', 'psychic', 'agility']"
828,gossifleur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png,['grass'],"['sing', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam']"
829,eldegoss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png,['grass'],"['sing', 'hyper-beam', 'razor-leaf', 'solar-beam', 'light-screen']"
830,wooloo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png,['normal'],"['stomp', 'double-kick', 'headbutt', 'tackle', 'take-down']"
831,dubwool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png,['normal'],"['swords-dance', 'double-kick', 'mega-kick', 'headbutt', 'tackle']"
832,chewtle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png,['water'],"['headbutt', 'tackle', 'body-slam', 'take-down', 'bite']"
833,drednaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png,"['water', 'rock']","['swords-dance', 'headbutt', 'tackle', 'body-slam', 'take-down']"
834,yamper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png,['electric'],"['sand-attack', 'tackle', 'double-edge', 'tail-whip', 'bite']"
835,boltund,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png,['electric'],"['tackle', 'tail-whip', 'bite', 'roar', 'hyper-beam']"
836,rolycoly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png,['rock'],"['tackle', 'body-slam', 'take-down', 'dig', 'smokescreen']"
837,carkol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png,"['rock', 'fire']","['tackle', 'body-slam', 'take-down', 'flamethrower', 'fire-spin']"
838,coalossal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png,"['rock', 'fire']","['mega-punch', 'fire-punch', 'mega-kick', 'tackle', 'body-slam']"
839,applin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png,"['grass', 'dragon']","['withdraw', 'defense-curl', 'rollout', 'attract', 'recycle']"
840,flapple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png,"['grass', 'dragon']","['wing-attack', 'fly', 'take-down', 'hyper-beam', 'leech-seed']"
841,appletun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png,"['grass', 'dragon']","['stomp', 'headbutt', 'body-slam', 'take-down', 'hyper-beam']"
842,silicobra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png,['ground'],"['slam', 'sand-attack', 'headbutt', 'body-slam', 'wrap']"
843,sandaconda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png,['ground'],"['slam', 'sand-attack', 'headbutt', 'body-slam', 'wrap']"
844,cramorant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png,"['flying', 'water']","['fly', 'fury-attack', 'thrash', 'water-gun', 'hydro-pump']"
845,arrokuda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png,['water'],"['fury-attack', 'take-down', 'thrash', 'double-edge', 'bite']"
846,barraskewda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png,['water'],"['fury-attack', 'take-down', 'double-edge', 'bite', 'hydro-pump']"
847,toxel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png,"['electric', 'poison']","['growl', 'acid', 'rest', 'substitute', 'snore']"
848,toxtricity-amped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png,"['electric', 'poison']","['mega-punch', 'fire-punch', 'thunder-punch', 'mega-kick', 'take-down']"
849,sizzlipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png,"['fire', 'bug']","['slam', 'wrap', 'bite', 'ember', 'fire-spin']"
850,centiskorch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png,"['fire', 'bug']","['slam', 'wrap', 'bite', 'ember', 'flamethrower']"
851,clobbopus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png,['fighting'],"['mega-punch', 'ice-punch', 'bind', 'body-slam', 'leer']"
852,grapploct,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png,['fighting'],"['mega-punch', 'ice-punch', 'bind', 'body-slam', 'leer']"
853,sinistea-phony,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png,['ghost'],"['psybeam', 'mega-drain', 'psychic', 'night-shade', 'confuse-ray']"
854,polteageist-phony,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png,['ghost'],"['psybeam', 'hyper-beam', 'mega-drain', 'psychic', 'night-shade']"
855,hatenna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png,['psychic'],"['psybeam', 'thunder-wave', 'confusion', 'psychic', 'light-screen']"
856,hattrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png,['psychic'],"['psybeam', 'thunder-wave', 'confusion', 'psychic', 'light-screen']"
857,hatterene,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png,"['psychic', 'fairy']","['swords-dance', 'psybeam', 'hyper-beam', 'thunder-wave', 'confusion']"
858,impidimp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png,"['dark', 'fairy']","['mega-punch', 'mega-kick', 'take-down', 'bite', 'low-kick']"
859,morgrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png,"['dark', 'fairy']","['mega-punch', 'mega-kick', 'take-down', 'bite', 'low-kick']"
860,grimmsnarl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png,"['dark', 'fairy']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
861,obstagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png,"['dark', 'normal']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
862,perrserker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png,['steel'],"['pay-day', 'scratch', 'swords-dance', 'body-slam', 'take-down']"
863,cursola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png,['ghost'],"['tackle', 'body-slam', 'pin-missile', 'disable', 'hydro-pump']"
864,sirfetchd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png,['fighting'],"['swords-dance', 'slam', 'sand-attack', 'body-slam', 'leer']"
865,mr-rime,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png,"['ice', 'psychic']","['pound', 'mega-punch', 'ice-punch', 'double-kick', 'mega-kick']"
866,runerigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png,"['ground', 'ghost']","['slam', 'disable', 'hyper-beam', 'earthquake', 'psychic']"
867,milcery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png,['fairy'],"['tackle', 'recover', 'acid-armor', 'rest', 'substitute']"
868,alcremie-vanilla-cream,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png,['fairy'],"['tackle', 'hyper-beam', 'solar-beam', 'psychic', 'recover']"
869,falinks,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png,['fighting'],"['swords-dance', 'headbutt', 'tackle', 'body-slam', 'take-down']"
870,pincurchin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png,['electric'],"['fury-attack', 'body-slam', 'take-down', 'pin-missile', 'water-gun']"
871,snom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png,"['ice', 'bug']","['rest', 'substitute', 'snore', 'powder-snow', 'protect']"
872,frosmoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png,"['ice', 'bug']","['take-down', 'mist', 'ice-beam', 'blizzard', 'aurora-beam']"
873,stonjourner,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png,['rock'],"['stomp', 'mega-kick', 'body-slam', 'take-down', 'hyper-beam']"
874,eiscue-ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png,['ice'],"['ice-punch', 'headbutt', 'tackle', 'body-slam', 'take-down']"
875,indeedee-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png,"['psychic', 'normal']","['pay-day', 'body-slam', 'take-down', 'psybeam', 'psychic']"
876,morpeko-full-belly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png,"['electric', 'dark']","['thunder-punch', 'thrash', 'tail-whip', 'leer', 'bite']"
877,cufant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png,['steel'],"['whirlwind', 'slam', 'stomp', 'mega-kick', 'tackle']"
878,copperajah,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png,['steel'],"['stomp', 'mega-kick', 'tackle', 'body-slam', 'take-down']"
879,dracozolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png,"['electric', 'dragon']","['mega-punch', 'thunder-punch', 'slam', 'stomp', 'mega-kick']"
880,arctozolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png,"['electric', 'ice']","['mega-punch', 'thunder-punch', 'slam', 'mega-kick', 'body-slam']"
881,dracovish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png,"['water', 'dragon']","['stomp', 'mega-kick', 'tackle', 'body-slam', 'bite']"
882,arctovish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png,"['water', 'ice']","['body-slam', 'bite', 'water-gun', 'hydro-pump', 'surf']"
883,duraludon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png,"['steel', 'dragon']","['swords-dance', 'body-slam', 'leer', 'hyper-beam', 'solar-beam']"
884,dreepy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png,"['dragon', 'ghost']","['bite', 'disable', 'thunder-wave', 'quick-attack', 'double-team']"
885,drakloak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png,"['dragon', 'ghost']","['take-down', 'double-edge', 'bite', 'flamethrower', 'hydro-pump']"
886,dragapult,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png,"['dragon', 'ghost']","['fly', 'body-slam', 'take-down', 'double-edge', 'bite']"
887,zacian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png,['fairy'],"['swords-dance', 'body-slam', 'take-down', 'bite', 'hyper-beam']"
888,zamazenta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png,['fighting'],"['body-slam', 'take-down', 'bite', 'hyper-beam', 'solar-beam']"
889,eternatus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png,"['poison', 'dragon']","['fly', 'body-slam', 'take-down', 'flamethrower', 'hyper-beam']"
890,kubfu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png,['fighting'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance']"
891,urshifu-single-strike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png,"['fighting', 'dark']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance']"
892,zarude,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png,"['dark', 'grass']","['mega-punch', 'scratch', 'swords-dance', 'bind', 'vine-whip']"
893,regieleki,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png,['electric'],"['body-slam', 'take-down', 'thrash', 'hyper-beam', 'thunder-shock']"
894,regidrago,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png,['dragon'],"['vice-grip', 'body-slam', 'take-down', 'thrash', 'bite']"
895,glastrier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png,['ice'],"['swords-dance', 'stomp', 'double-kick', 'tackle', 'body-slam']"
896,spectrier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png,['ghost'],"['stomp', 'double-kick', 'tackle', 'body-slam', 'take-down']"
897,calyrex,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/898.png,"['psychic', 'grass']","['pound', 'pay-day', 'take-down', 'psybeam', 'hyper-beam']"
